sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_9	0	1	0.00E+00	12.5	0.05	1
WHOA_10	0	1	0.00E+00	25	0.1	1
WHOA_11	0	1	0.00E+00	50	0.2	1
WHOA_12	0	1	0.00E+00	100	0.4	1
WHOA_1	11	10000	1.10E+07	0.048828125	3.90625E-05	2
WHOA_2	5	10000	5.00E+06	0.09765625	0.000390625	2
WHOA_3	7	10000	7.00E+06	0.1953125	0.00078125	2
WHOA_4	5	10000	5.00E+06	0.390625	0.0015625	2
WHOA_5	8	1000	8.00E+05	0.78125	0.003125	2
WHOA_6	15	10	1.50E+04	1.5625	0.00625	2
WHOA_7	7	1	7.00E+02	3.125	0.0125	2
WHOA_8	2	1	2.00E+02	6.25	0.025	2
WHOA_9	0	1	0.00E+00	12.5	0.05	2
WHOA_10	0	1	0.00E+00	25	0.1	2
WHOA_11	0	1	0.00E+00	50	0.2	2
WHOA_12	0	1	0.00E+00	100	0.4	2
WHOA_1	8	10000	8.00E+06	0.048828125	3.90625E-05	3
WHOA_2	8	10000	8.00E+06	0.09765625	0.000390625	3
WHOA_3	6	10000	6.00E+06	0.1953125	0.00078125	3
WHOA_4	22	1000	2.20E+06	0.390625	0.0015625	3
WHOA_5	18	100	1.80E+05	0.78125	0.003125	3
WHOA_6	12	10	1.20E+04	1.5625	0.00625	3
WHOA_7	11	1	1.10E+03	3.125	0.0125	3
WHOA_8	2	1	2.00E+02	6.25	0.025	3
WHOA_9	0	1	0.00E+00	12.5	0.05	3
WHOA_10	0	1	0.00E+00	25	0.1	3
WHOA_11	0	1	0.00E+00	50	0.2	3
WHOA_12	0	1	0.00E+00	100	0.4	3
WHOA_1	24	10000	2.40E+07	0.048828125	3.90625E-05	4
WHOA_2	16	10000	1.60E+07	0.09765625	0.000390625	4
WHOA_3	9	10000	9.00E+06	0.1953125	0.00078125	4
WHOA_4	9	10000	9.00E+06	0.390625	0.0015625	4
WHOA_5	12	100	1.20E+05	0.78125	0.003125	4
WHOA_6	7	10	7.00E+03	1.5625	0.00625	4
WHOA_7	8	1	8.00E+02	3.125	0.0125	4
WHOA_8	0	1	0.00E+00	6.25	0.025	4
WHOA_9	0	1	0.00E+00	12.5	0.05	4
WHOA_10	0	1	0.00E+00	25	0.1	4
WHOA_11	0	1	0.00E+00	50	0.2	4
WHOA_12	0	1	0.00E+00	100	0.4	4
WHOA_1	6	100000	6.00E+07	0.048828125	3.90625E-05	5
WHOA_2	4	100000	4.00E+07	0.09765625	0.000390625	5
WHOA_3	18	10000	1.80E+07	0.1953125	0.00078125	5
WHOA_4	5	10000	5.00E+06	0.390625	0.0015625	5
WHOA_5	6	100	6.00E+04	0.78125	0.003125	5
WHOA_6	15	1	1.50E+03	1.5625	0.00625	5
WHOA_7	6	1	6.00E+02	3.125	0.0125	5
WHOA_8	0	1	0.00E+00	6.25	0.025	5
WHOA_9	0	1	0.00E+00	12.5	0.05	5
WHOA_10	0	1	0.00E+00	25	0.1	5
WHOA_11	0	1	0.00E+00	50	0.2	5
WHOA_12	0	1	0.00E+00	100	0.4	5
WHOA_1	4	100000	4.00E+07	0.048828125	3.90625E-05	6
WHOA_2	4	100000	4.00E+07	0.09765625	0.000390625	6
WHOA_3	3	100000	3.00E+07	0.1953125	0.00078125	6
WHOA_4	5	10000	5.00E+06	0.390625	0.0015625	6
WHOA_5	21	10	2.10E+04	0.78125	0.003125	6
WHOA_6	10	1	1.00E+03	1.5625	0.00625	6
WHOA_7	0	1	0.00E+00	3.125	0.0125	6
WHOA_8	0	1	0.00E+00	6.25	0.025	6
WHOA_9	0	1	0.00E+00	12.5	0.05	6
WHOA_10	0	1	0.00E+00	25	0.1	6
WHOA_11	0	1	0.00E+00	50	0.2	6
WHOA_12	0	1	0.00E+00	100	0.4	6
