sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_7	11	10	1.10E+04	3.125	0.000625	4
WHOA_8	4	10	4.00E+03	6.25	0.00125	4
WHOA_9	19	1	1.90E+03	12.5	0.0025	4
WHOA_10	16	1	1.60E+03	25	0.005	4
WHOA_11	15	1	1.50E+03	50	0.01	4
WHOA_12	4	1	4.00E+02	100	0.02	4
WHOA_1	22	100000	2.20E+08	0.048828125	1.95E-06	5
WHOA_2	8	100000	8.00E+07	0.09765625	1.95E-05	5
WHOA_3	5	100000	5.00E+07	0.1953125	3.91E-05	5
WHOA_4	5	100000	5.00E+07	0.390625	0.000078125	5
WHOA_5	4	100	4.00E+04	0.78125	0.00015625	5
WHOA_6	12	10	1.20E+04	1.5625	0.0003125	5
WHOA_7	11	10	1.10E+04	3.125	0.000625	5
WHOA_8	19	1	1.90E+03	6.25	0.00125	5
WHOA_9	15	1	1.50E+03	12.5	0.0025	5
WHOA_10	9	1	9.00E+02	25	0.005	5
WHOA_11	0	1	0.00E+00	50	0.01	5
WHOA_12	0	1	0.00E+00	100	0.02	5
WHOA_1	26	100000	2.60E+08	0.048828125	1.95E-06	6
WHOA_2	10	100000	1.00E+08	0.09765625	1.95E-05	6
WHOA_3	7	100000	7.00E+07	0.1953125	3.91E-05	6
WHOA_4	7	100000	7.00E+07	0.390625	0.000078125	6
WHOA_5	8	100	8.00E+04	0.78125	0.00015625	6
WHOA_6	14	1	1.40E+03	1.5625	0.0003125	6
WHOA_7	11	1	1.10E+03	3.125	0.000625	6
WHOA_8	11	1	1.10E+03	6.25	0.00125	6
WHOA_9	7	1	7.00E+02	12.5	0.0025	6
WHOA_10	2	1	2.00E+02	25	0.005	6
WHOA_11	0	1	0.00E+00	50	0.01	6
WHOA_12	0	1	0.00E+00	100	0.02	6
